arrival_date,year,month,state,district,market,commodity,crop,season,demand,min_price,max_price,modal_price,price_unit,source,source_url
2026-02-01,2026,2,Madhya Pradesh,Indore,Indore,Arhar (Tur/Red Gram)(Whole),pigeonpeas,Kharif,high,10887,13389,12138,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-03-01,2026,3,Madhya Pradesh,Indore,Indore,Arhar (Tur/Red Gram)(Whole),pigeonpeas,Kharif,high,9384,13118,11251,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-04-01,2026,4,Madhya Pradesh,Indore,Indore,Arhar (Tur/Red Gram)(Whole),pigeonpeas,Kharif,high,11220,13434,12327,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2026-05-01,2026,5,Madhya Pradesh,Indore,Indore,Arhar (Tur/Red Gram)(Whole),pigeonpeas,Kharif,high,10478,14072,12275,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-01-01,2016,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,3549,5073,4311,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-02-01,2016,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,3970,5018,4494,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-03-01,2016,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4012,5288,4650,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-04-01,2016,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4487,5847,5167,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-05-01,2016,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5307,6329,5818,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-06-01,2016,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5089,6479,5784,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-07-01,2016,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5297,6493,5895,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-08-01,2016,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5194,6464,5829,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-09-01,2016,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4941,6397,5669,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-10-01,2016,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4535,5259,4897,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-11-01,2016,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4126,5038,4582,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2016-12-01,2016,12,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4884,6016,5450,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-01-01,2017,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4756,5824,5290,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-02-01,2017,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4322,5778,5050,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-03-01,2017,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4800,6396,5598,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-04-01,2017,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5019,5957,5488,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-05-01,2017,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4973,6349,5661,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-06-01,2017,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5119,5893,5506,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-07-01,2017,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5563,7089,6326,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-08-01,2017,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4960,6990,5975,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-09-01,2017,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4429,5929,5179,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-10-01,2017,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4856,6044,5450,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-11-01,2017,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4105,5149,4627,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2017-12-01,2017,12,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4755,6491,5623,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-01-01,2018,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4433,5827,5130,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-02-01,2018,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4339,5535,4937,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-03-01,2018,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4093,5613,4853,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-04-01,2018,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4727,6441,5584,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-05-01,2018,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4946,6458,5702,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-06-01,2018,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4819,6063,5441,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-07-01,2018,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5821,6971,6396,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-08-01,2018,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5041,6493,5767,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-09-01,2018,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4515,6175,5345,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-10-01,2018,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5309,6405,5857,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-11-01,2018,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4200,5994,5097,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2018-12-01,2018,12,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4823,6101,5462,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-01-01,2019,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4294,5888,5091,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-02-01,2019,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4677,6649,5663,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-03-01,2019,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4223,5797,5010,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-04-01,2019,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4545,6487,5516,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-05-01,2019,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5628,6788,6208,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-06-01,2019,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5503,7193,6348,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-07-01,2019,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5471,7777,6624,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-08-01,2019,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6053,7937,6995,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-09-01,2019,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5703,7169,6436,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-10-01,2019,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5137,6267,5702,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-11-01,2019,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5193,6531,5862,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2019-12-01,2019,12,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4914,5846,5380,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-01-01,2020,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5341,6173,5757,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-02-01,2020,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4557,6241,5399,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-03-01,2020,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4966,6988,5977,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-04-01,2020,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5509,6909,6209,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-05-01,2020,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5713,7281,6497,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-06-01,2020,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5208,7242,6225,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-07-01,2020,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6368,7422,6895,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-08-01,2020,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5896,7094,6495,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-09-01,2020,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5201,6437,5819,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-10-01,2020,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4959,6621,5790,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-11-01,2020,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4367,6089,5228,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2020-12-01,2020,12,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5014,6668,5841,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-01-01,2021,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5108,7170,6139,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-02-01,2021,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5164,6156,5660,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-03-01,2021,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5851,7409,6630,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-04-01,2021,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5131,6431,5781,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-05-01,2021,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5268,6766,6017,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-06-01,2021,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6112,8314,7213,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-07-01,2021,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5730,7204,6467,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-08-01,2021,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5654,7284,6469,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-09-01,2021,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5561,7391,6476,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-10-01,2021,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5811,7431,6621,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-11-01,2021,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4950,7058,6004,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2021-12-01,2021,12,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6018,7632,6825,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-01-01,2022,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5580,7580,6580,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-02-01,2022,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5236,6644,5940,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-03-01,2022,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,4889,6669,5779,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-04-01,2022,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5866,8296,7081,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-05-01,2022,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5787,8215,7001,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-06-01,2022,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5809,8141,6975,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-07-01,2022,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5972,7846,6909,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-08-01,2022,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6304,7512,6908,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-09-01,2022,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5480,6884,6182,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-10-01,2022,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5550,6608,6079,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-11-01,2022,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5753,6735,6244,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2022-12-01,2022,12,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5877,7347,6612,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-01-01,2023,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5719,8079,6899,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-02-01,2023,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6209,7539,6874,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-03-01,2023,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5667,6863,6265,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-04-01,2023,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6519,8341,7430,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-05-01,2023,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6276,8834,7555,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-06-01,2023,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5954,7866,6910,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-07-01,2023,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6564,8050,7307,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-08-01,2023,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5723,7957,6840,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-09-01,2023,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6197,8357,7277,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-10-01,2023,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6478,7540,7009,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-11-01,2023,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5239,7357,6298,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2023-12-01,2023,12,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6538,7800,7169,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-01-01,2024,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5402,6750,6076,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-02-01,2024,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6126,8486,7306,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-03-01,2024,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6042,7724,6883,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-04-01,2024,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5695,7451,6573,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-05-01,2024,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6685,9527,8106,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-06-01,2024,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6280,8602,7441,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-07-01,2024,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6542,8256,7399,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-08-01,2024,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,7500,9902,8701,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-09-01,2024,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6582,8402,7492,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-10-01,2024,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6412,8220,7316,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-11-01,2024,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6295,8555,7425,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2024-12-01,2024,12,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5968,8026,6997,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-01-01,2025,1,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,5879,7243,6561,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-02-01,2025,2,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6197,8315,7256,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-03-01,2025,3,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6603,8167,7385,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-04-01,2025,4,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6291,8321,7306,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-05-01,2025,5,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6946,8970,7958,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-06-01,2025,6,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,7738,9082,8410,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-07-01,2025,7,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,7902,10140,9021,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-08-01,2025,8,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,7089,8485,7787,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-09-01,2025,9,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,7496,8662,8079,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-10-01,2025,10,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6953,9335,8144,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
2025-11-01,2025,11,Maharashtra,Pune,Pune,Mothbeans,mothbeans,Kharif,medium,6438,9082,7760,INR/quintal,FarmSense mandi price archive,https://api.data.gov.in/resource/current-daily-price-various-commodities-various-markets-mandi
